year,GEOID,state,county,borough,tract,median_income,race_total,white_alone,black_alone,asian_alone,pct_white,pct_black,pct_asian,eth_total,hispanic_any,pct_hispanic,pop_total,under5,age65plus,pct_under5,pct_65plus,hh_total,owner_occ,renter_occ,pct_owner,pct_renter
2020,36005013500,36,005,Bronx,013500,26074,3633,367,1946,0,10.102,53.565,0.0,3633,1905,52.436,3633,397,379,10.928,10.432,1473,97,1376,6.585,93.415
2020,36005013800,36,005,Bronx,013800,68466,2853,1653,466,192,57.939,16.334,6.73,2853,1263,44.269,2853,200,537,7.01,18.822,1152,712,440,61.806,38.194
2020,36005014100,36,005,Bronx,014100,29663,5752,519,2532,24,9.023,44.019,0.417,5752,2986,51.912,5752,326,519,5.668,9.023,2527,143,2384,5.659,94.341
2020,36005014300,36,005,Bronx,014300,21125,1647,65,998,113,3.947,60.595,6.861,1647,824,50.03,1647,98,114,5.95,6.922,649,15,634,2.311,97.689
2020,36005014400,36,005,Bronx,014400,18552,5479,1320,2036,160,24.092,37.16,2.92,5479,3793,69.228,5479,436,1079,7.958,19.693,2393,297,2096,12.411,87.589
2020,36005014500,36,005,Bronx,014500,35145,7112,658,4656,0,9.252,65.467,0.0,7112,3199,44.98,7112,553,652,7.776,9.168,2355,25,2330,1.062,98.938
2020,36005014701,36,005,Bronx,014701,27625,6162,585,4341,1,9.494,70.448,0.016,6162,2065,33.512,6162,387,411,6.28,6.67,2026,0,2026,0.0,100.0
2020,36005014702,36,005,Bronx,014702,30653,5274,337,2383,0,6.39,45.184,0.0,5274,3337,63.273,5274,331,678,6.276,12.856,1893,5,1888,0.264,99.736
2020,36005014900,36,005,Bronx,014900,23620,4611,697,1641,0,15.116,35.589,0.0,4611,2913,63.175,4611,358,407,7.764,8.827,1484,153,1331,10.31,89.69
2020,36005015100,36,005,Bronx,015100,26474,5165,771,2799,0,14.927,54.192,0.0,5165,2425,46.951,5165,436,519,8.441,10.048,2027,297,1730,14.652,85.348
2020,36005015200,36,005,Bronx,015200,76344,2604,1347,252,66,51.728,9.677,2.535,2604,1286,49.386,2604,137,375,5.261,14.401,962,525,437,54.574,45.426
2020,36005015300,36,005,Bronx,015300,32566,4311,249,2243,44,5.776,52.03,1.021,4311,2444,56.692,4311,377,358,8.745,8.304,1645,180,1465,10.942,89.058
2020,36005015500,36,005,Bronx,015500,29138,2934,217,1152,50,7.396,39.264,1.704,2934,1919,65.406,2934,342,187,11.656,6.374,1082,53,1029,4.898,95.102
2020,36005015700,36,005,Bronx,015700,34091,4861,753,1709,125,15.491,35.157,2.571,4861,2985,61.407,4861,307,749,6.316,15.408,1650,136,1514,8.242,91.758
2020,36005015800,36,005,Bronx,015800,64712,1307,759,38,47,58.072,2.907,3.596,1307,655,50.115,1307,115,186,8.799,14.231,441,208,233,47.166,52.834
2020,36005015900,36,005,Bronx,015900,-666666666,2115,265,257,0,12.53,12.151,0.0,2115,1975,93.381,2115,35,382,1.655,18.061,772,79,693,10.233,89.767
2020,36005016000,36,005,Bronx,016000,82250,3769,2579,151,201,68.427,4.006,5.333,3769,1608,42.664,3769,46,705,1.22,18.705,1488,838,650,56.317,43.683
2020,36005016100,36,005,Bronx,016100,19172,4633,246,1960,0,5.31,42.305,0.0,4633,2793,60.285,4633,371,739,8.008,15.951,1880,15,1865,0.798,99.202
2020,36005016200,36,005,Bronx,016200,83250,1839,974,127,71,52.964,6.906,3.861,1839,987,53.67,1839,159,343,8.646,18.651,537,250,287,46.555,53.445
2020,36005016300,36,005,Bronx,016300,-666666666,0,0,0,0,,,,0,0,,0,0,0,,,0,0,0,,
2020,36005016400,36,005,Bronx,016400,66875,1019,797,17,109,78.214,1.668,10.697,1019,268,26.3,1019,79,273,7.753,26.791,415,271,144,65.301,34.699
2020,36005016500,36,005,Bronx,016500,26989,1028,178,635,7,17.315,61.77,0.681,1028,450,43.774,1028,111,32,10.798,3.113,320,4,316,1.25,98.75
2020,36005016600,36,005,Bronx,016600,92535,2229,947,381,163,42.485,17.093,7.313,2229,1160,52.041,2229,189,247,8.479,11.081,776,456,320,58.763,41.237
2020,36005016700,36,005,Bronx,016700,31635,3568,491,1869,0,13.761,52.382,0.0,3568,2100,58.857,3568,362,205,10.146,5.746,1085,63,1022,5.806,94.194
2020,36005016900,36,005,Bronx,016900,45017,1658,152,814,17,9.168,49.095,1.025,1658,849,51.206,1658,110,139,6.634,8.384,541,65,476,12.015,87.985
2020,36005017100,36,005,Bronx,017100,-666666666,0,0,0,0,,,,0,0,,0,0,0,,,0,0,0,,
