year,GEOID,state,county,borough,tract,median_income,race_total,white_alone,black_alone,asian_alone,pct_white,pct_black,pct_asian,eth_total,hispanic_any,pct_hispanic,pop_total,under5,age65plus,pct_under5,pct_65plus,hh_total,owner_occ,renter_occ,pct_owner,pct_renter
2022,36005005100,36,005,Bronx,005100,22850,6492,689,3433,0,10.613,52.88,0.0,6492,3437,52.942,6492,473,962,7.286,14.818,2360,153,2207,6.483,93.517
2022,36005005200,36,005,Bronx,005200,29657,1931,195,719,0,10.098,37.235,0.0,1931,1320,68.358,1931,77,256,3.988,13.257,820,89,731,10.854,89.146
2022,36005005300,36,005,Bronx,005300,26437,5379,371,3115,0,6.897,57.91,0.0,5379,2540,47.221,5379,602,269,11.192,5.001,1634,0,1634,0.0,100.0
2022,36005005400,36,005,Bronx,005400,48750,5715,162,1569,161,2.835,27.454,2.817,5715,3987,69.764,5715,771,695,13.491,12.161,1781,238,1543,13.363,86.637
2022,36005005600,36,005,Bronx,005600,39572,2311,83,440,91,3.592,19.039,3.938,2311,1613,69.797,2311,99,419,4.284,18.131,953,151,802,15.845,84.155
2022,36005005902,36,005,Bronx,005902,48456,2938,438,851,19,14.908,28.965,0.647,2938,1772,60.313,2938,135,530,4.595,18.039,1247,406,841,32.558,67.442
2022,36005006000,36,005,Bronx,006000,47375,1297,265,158,0,20.432,12.182,0.0,1297,1231,94.911,1297,108,219,8.327,16.885,375,65,310,17.333,82.667
2022,36005006100,36,005,Bronx,006100,66430,3868,360,3116,29,9.307,80.558,0.75,3868,743,19.209,3868,121,792,3.128,20.476,1943,862,1081,44.364,55.636
2022,36005006200,36,005,Bronx,006200,30236,6217,539,2060,0,8.67,33.135,0.0,6217,4260,68.522,6217,315,943,5.067,15.168,2543,49,2494,1.927,98.073
2022,36005006301,36,005,Bronx,006301,55396,5845,1299,2288,135,22.224,39.145,2.31,5845,2987,51.104,5845,286,453,4.893,7.75,2303,511,1792,22.188,77.812
2022,36005006302,36,005,Bronx,006302,-666666666,0,0,0,0,,,,0,0,,0,0,0,,,0,0,0,,
2022,36005006400,36,005,Bronx,006400,24730,3928,365,1379,82,9.292,35.107,2.088,3928,2240,57.026,3928,266,528,6.772,13.442,1383,280,1103,20.246,79.754
2022,36005006500,36,005,Bronx,006500,22985,5627,1824,2117,130,32.415,37.622,2.31,5627,3450,61.312,5627,850,396,15.106,7.037,2157,125,2032,5.795,94.205
2022,36005006700,36,005,Bronx,006700,17390,6777,97,1953,0,1.431,28.818,0.0,6777,5358,79.062,6777,267,854,3.94,12.601,2586,103,2483,3.983,96.017
2022,36005006800,36,005,Bronx,006800,29844,2493,184,414,322,7.381,16.606,12.916,2493,1507,60.449,2493,153,528,6.137,21.179,907,164,743,18.082,81.918
2022,36005006900,36,005,Bronx,006900,29627,7118,737,2026,22,10.354,28.463,0.309,7118,5142,72.239,7118,457,853,6.42,11.984,2889,138,2751,4.777,95.223
2022,36005007000,36,005,Bronx,007000,57905,3869,478,913,253,12.355,23.598,6.539,3869,1966,50.814,3869,257,648,6.643,16.749,1294,421,873,32.535,67.465
2022,36005007100,36,005,Bronx,007100,44792,2872,258,925,82,8.983,32.208,2.855,2872,1905,66.33,2872,194,303,6.755,10.55,1256,489,767,38.933,61.067
2022,36005007200,36,005,Bronx,007200,63449,6176,569,997,2591,9.213,16.143,41.953,6176,2314,37.468,6176,509,890,8.242,14.411,1651,579,1072,35.07,64.93
2022,36005007300,36,005,Bronx,007300,28166,4444,630,1408,78,14.176,31.683,1.755,4444,2844,63.996,4444,303,430,6.818,9.676,1535,133,1402,8.664,91.336
2022,36005007400,36,005,Bronx,007400,53166,3192,409,1124,0,12.813,35.213,0.0,3192,2187,68.515,3192,53,673,1.66,21.084,1341,559,782,41.685,58.315
2022,36005007500,36,005,Bronx,007500,34484,6670,1549,2292,90,23.223,34.363,1.349,6670,4562,68.396,6670,598,723,8.966,10.84,2391,445,1946,18.611,81.389
2022,36005007600,36,005,Bronx,007600,53784,5109,402,1401,663,7.868,27.422,12.977,5109,2907,56.9,5109,502,734,9.826,14.367,1868,408,1460,21.842,78.158
2022,36005007700,36,005,Bronx,007700,48846,2166,448,731,28,20.683,33.749,1.293,2166,1799,83.056,2166,130,145,6.002,6.694,570,137,433,24.035,75.965
2022,36005007800,36,005,Bronx,007800,61328,6241,971,1510,775,15.558,24.195,12.418,6241,3224,51.658,6241,407,474,6.521,7.595,1939,577,1362,29.758,70.242
2022,36005007900,36,005,Bronx,007900,34604,7086,443,2457,0,6.252,34.674,0.0,7086,5505,77.688,7086,377,785,5.32,11.078,2332,0,2332,0.0,100.0
2022,36005008300,36,005,Bronx,008300,50920,6564,637,1647,28,9.704,25.091,0.427,6564,5430,82.724,6564,345,578,5.256,8.806,2317,513,1804,22.141,77.859
2022,36005008400,36,005,Bronx,008400,67724,2811,464,1168,249,16.507,41.551,8.858,2811,1626,57.844,2811,162,615,5.763,21.878,993,735,258,74.018,25.982
2022,36005008500,36,005,Bronx,008500,34543,5746,833,1799,129,14.497,31.309,2.245,5746,3907,67.995,5746,278,544,4.838,9.467,2148,470,1678,21.881,78.119
2022,36005008600,36,005,Bronx,008600,23987,4304,957,1597,0,22.235,37.105,0.0,4304,2374,55.158,4304,356,608,8.271,14.126,1591,173,1418,10.874,89.126
2022,36005008700,36,005,Bronx,008700,36402,6677,570,1791,0,8.537,26.823,0.0,6677,5291,79.242,6677,589,735,8.821,11.008,2088,53,2035,2.538,97.462
2022,36005008900,36,005,Bronx,008900,41484,3239,446,515,0,13.77,15.9,0.0,3239,2677,82.649,3239,111,775,3.427,23.927,1294,104,1190,8.037,91.963
2022,36005009000,36,005,Bronx,009000,33831,3692,790,1267,125,21.398,34.317,3.386,3692,2535,68.662,3692,210,466,5.688,12.622,1247,248,999,19.888,80.112
2022,36005009200,36,005,Bronx,009200,56208,5959,960,877,1173,16.11,14.717,19.685,5959,3549,59.557,5959,477,683,8.005,11.462,1856,483,1373,26.024,73.976
2022,36005009301,36,005,Bronx,009301,47185,5066,708,1445,0,13.976,28.523,0.0,5066,3665,72.345,5066,588,476,11.607,9.396,1876,171,1705,9.115,90.885
2022,36005009302,36,005,Bronx,009302,-666666666,463,74,205,16,15.983,44.276,3.456,463,186,40.173,463,0,9,0.0,1.944,0,0,0,,
2022,36005009600,36,005,Bronx,009600,53333,2740,470,525,531,17.153,19.161,19.38,2740,1386,50.584,2740,134,572,4.891,20.876,876,227,649,25.913,74.087
2022,36005009800,36,005,Bronx,009800,56128,4715,1665,977,290,35.313,20.721,6.151,4715,2987,63.351,4715,224,1306,4.751,27.699,1638,731,907,44.628,55.372
2022,36005011000,36,005,Bronx,011000,-666666666,0,0,0,0,,,,0,0,,0,0,0,,,0,0,0,,
2022,36005011502,36,005,Bronx,011502,28592,4242,286,1527,36,6.742,35.997,0.849,4242,2965,69.896,4242,260,534,6.129,12.588,1439,173,1266,12.022,87.978
2022,36005011701,36,005,Bronx,011701,33967,1509,6,497,0,0.398,32.936,0.0,1509,1105,73.227,1509,153,112,10.139,7.422,493,36,457,7.302,92.698
2022,36005011702,36,005,Bronx,011702,-666666666,0,0,0,0,,,,0,0,,0,0,0,,,0,0,0,,
2022,36005011800,36,005,Bronx,011800,109396,5798,4083,328,118,70.421,5.657,2.035,5798,2338,40.324,5798,381,611,6.571,10.538,1501,950,551,63.291,36.709
2022,36005011900,36,005,Bronx,011900,34335,6159,508,2152,0,8.248,34.941,0.0,6159,3764,61.114,6159,492,569,7.988,9.239,1944,114,1830,5.864,94.136
2022,36005012101,36,005,Bronx,012101,55000,3415,271,1092,19,7.936,31.977,0.556,3415,2300,67.35,3415,230,358,6.735,10.483,1030,203,827,19.709,80.291
2022,36005012102,36,005,Bronx,012102,43472,1337,52,491,0,3.889,36.724,0.0,1337,1036,77.487,1337,65,236,4.862,17.651,522,9,513,1.724,98.276
2022,36005012300,36,005,Bronx,012300,47402,4915,438,2663,35,8.911,54.181,0.712,4915,2621,53.327,4915,362,352,7.365,7.162,1699,188,1511,11.065,88.935
2022,36005012500,36,005,Bronx,012500,51875,4030,495,828,0,12.283,20.546,0.0,4030,3105,77.047,4030,454,265,11.266,6.576,1386,325,1061,23.449,76.551
2022,36005012701,36,005,Bronx,012701,44667,2460,347,566,10,14.106,23.008,0.407,2460,1942,78.943,2460,260,220,10.569,8.943,780,206,574,26.41,73.59
2022,36005012901,36,005,Bronx,012901,40575,5469,692,1153,0,12.653,21.082,0.0,5469,3969,72.573,5469,559,576,10.221,10.532,1739,84,1655,4.83,95.17
2022,36005013000,36,005,Bronx,013000,59083,1262,471,45,21,37.322,3.566,1.664,1262,921,72.979,1262,50,266,3.962,21.078,449,228,221,50.78,49.22
2022,36005013100,36,005,Bronx,013100,17410,4822,1207,1891,0,25.031,39.216,0.0,4822,3267,67.752,4822,144,480,2.986,9.954,2107,294,1813,13.953,86.047
2022,36005013200,36,005,Bronx,013200,104651,7249,2396,1835,559,33.053,25.314,7.711,7249,3618,49.91,7249,458,1154,6.318,15.919,2592,1614,978,62.269,37.731
2022,36005013300,36,005,Bronx,013300,34055,6038,628,2208,0,10.401,36.568,0.0,6038,4049,67.059,6038,262,552,4.339,9.142,2272,189,2083,8.319,91.681
2022,36005013500,36,005,Bronx,013500,27602,3125,518,1640,49,16.576,52.48,1.568,3125,1585,50.72,3125,252,395,8.064,12.64,1479,97,1382,6.558,93.442
2022,36005013800,36,005,Bronx,013800,84042,2969,1446,580,380,48.703,19.535,12.799,2969,1222,41.159,2969,245,539,8.252,18.154,1205,789,416,65.477,34.523
2022,36005014100,36,005,Bronx,014100,35506,7133,679,2700,11,9.519,37.852,0.154,7133,4394,61.601,7133,357,547,5.005,7.669,2836,185,2651,6.523,93.477
2022,36005014300,36,005,Bronx,014300,16678,1715,55,807,112,3.207,47.055,6.531,1715,958,55.86,1715,158,189,9.213,11.02,696,0,696,0.0,100.0
2022,36005014400,36,005,Bronx,014400,29213,6253,941,2631,358,15.049,42.076,5.725,6253,4000,63.969,6253,801,1013,12.81,16.2,2411,338,2073,14.019,85.981
2022,36005014500,36,005,Bronx,014500,27352,6425,623,4341,0,9.696,67.564,0.0,6425,2365,36.809,6425,308,727,4.794,11.315,2418,36,2382,1.489,98.511
2022,36005014701,36,005,Bronx,014701,25858,5645,915,3163,32,16.209,56.032,0.567,5645,2291,40.585,5645,365,846,6.466,14.987,2064,33,2031,1.599,98.401
2022,36005014702,36,005,Bronx,014702,21196,5232,659,2416,0,12.596,46.177,0.0,5232,3328,63.609,5232,476,858,9.098,16.399,1934,25,1909,1.293,98.707
2022,36005014900,36,005,Bronx,014900,41311,4917,543,1725,0,11.043,35.082,0.0,4917,2907,59.121,4917,400,437,8.135,8.888,1485,289,1196,19.461,80.539
2022,36005015100,36,005,Bronx,015100,28618,5143,509,2897,0,9.897,56.329,0.0,5143,2270,44.138,5143,227,657,4.414,12.775,2088,390,1698,18.678,81.322
2022,36005015200,36,005,Bronx,015200,77238,2666,1233,397,20,46.249,14.891,0.75,2666,1399,52.476,2666,135,368,5.064,13.803,987,489,498,49.544,50.456
2022,36005015300,36,005,Bronx,015300,38862,4161,245,2187,62,5.888,52.559,1.49,4161,2217,53.28,4161,380,356,9.132,8.556,1753,156,1597,8.899,91.101
2022,36005015500,36,005,Bronx,015500,37168,2943,267,1173,63,9.072,39.857,2.141,2943,1935,65.749,2943,319,368,10.839,12.504,1107,61,1046,5.51,94.49
2022,36005015700,36,005,Bronx,015700,39776,5520,453,2591,19,8.207,46.938,0.344,5520,3045,55.163,5520,450,524,8.152,9.493,2095,119,1976,5.68,94.32
2022,36005015800,36,005,Bronx,015800,70357,1461,727,76,73,49.76,5.202,4.997,1461,744,50.924,1461,73,224,4.997,15.332,494,190,304,38.462,61.538
2022,36005015900,36,005,Bronx,015900,24485,2218,93,366,94,4.193,16.501,4.238,2218,1919,86.519,2218,88,431,3.968,19.432,873,106,767,12.142,87.858
2022,36005016000,36,005,Bronx,016000,96838,3903,2830,180,84,72.508,4.612,2.152,3903,1293,33.128,3903,100,813,2.562,20.83,1497,983,514,65.665,34.335
2022,36005016100,36,005,Bronx,016100,22286,4490,662,1461,0,14.744,32.539,0.0,4490,2880,64.143,4490,239,1009,5.323,22.472,1957,11,1946,0.562,99.438
2022,36005016200,36,005,Bronx,016200,115278,1826,748,180,121,40.964,9.858,6.627,1826,883,48.357,1826,127,357,6.955,19.551,506,295,211,58.3,41.7
2022,36005016300,36,005,Bronx,016300,-666666666,0,0,0,0,,,,0,0,,0,0,0,,,0,0,0,,
2022,36005016400,36,005,Bronx,016400,66912,1029,566,86,191,55.005,8.358,18.562,1029,327,31.778,1029,93,264,9.038,25.656,412,212,200,51.456,48.544
2022,36005016500,36,005,Bronx,016500,46179,1134,134,700,0,11.817,61.728,0.0,1134,418,36.861,1134,122,59,10.758,5.203,333,0,333,0.0,100.0
2022,36005016600,36,005,Bronx,016600,105764,2417,656,342,116,27.141,14.15,4.799,2417,1458,60.323,2417,231,166,9.557,6.868,829,384,445,46.321,53.679
2022,36005016700,36,005,Bronx,016700,41500,3599,286,1880,0,7.947,52.237,0.0,3599,2059,57.21,3599,224,238,6.224,6.613,1150,65,1085,5.652,94.348
2022,36005016900,36,005,Bronx,016900,50107,1894,81,940,0,4.277,49.63,0.0,1894,935,49.366,1894,111,218,5.861,11.51,564,69,495,12.234,87.766
2022,36005017100,36,005,Bronx,017100,-666666666,0,0,0,0,,,,0,0,,0,0,0,,,0,0,0,,
2022,36005017300,36,005,Bronx,017300,17446,6411,981,3347,193,15.302,52.207,3.01,6411,3337,52.051,6411,362,1127,5.647,17.579,2276,131,2145,5.756,94.244
2022,36005017500,36,005,Bronx,017500,26463,6116,406,3365,0,6.638,55.02,0.0,6116,3441,56.262,6116,417,1052,6.818,17.201,2831,0,2831,0.0,100.0
2022,36005017701,36,005,Bronx,017701,30375,4717,455,2846,81,9.646,60.335,1.717,4717,2478,52.533,4717,493,651,10.452,13.801,1374,74,1300,5.386,94.614
2022,36005017702,36,005,Bronx,017702,47963,5480,563,3245,113,10.274,59.215,2.062,5480,2184,39.854,5480,359,506,6.551,9.234,1657,264,1393,15.932,84.068
2022,36005017901,36,005,Bronx,017901,47035,5096,974,1526,165,19.113,29.945,3.238,5096,3854,75.628,5096,321,342,6.299,6.711,1686,133,1553,7.888,92.112
2022,36005017902,36,005,Bronx,017902,41475,3816,441,2022,26,11.557,52.987,0.681,3816,1878,49.214,3816,331,161,8.674,4.219,1319,0,1319,0.0,100.0
2022,36005018101,36,005,Bronx,018101,-666666666,3215,169,1022,2,5.257,31.788,0.062,3215,2268,70.544,3215,338,254,10.513,7.9,1040,88,952,8.462,91.538
2022,36005018102,36,005,Bronx,018102,33950,5453,289,2309,19,5.3,42.344,0.348,5453,3100,56.849,5453,386,1087,7.079,19.934,2180,41,2139,1.881,98.119
2022,36005018301,36,005,Bronx,018301,56508,4665,922,1569,122,19.764,33.633,2.615,4665,2447,52.454,4665,267,879,5.723,18.842,2016,442,1574,21.925,78.075
2022,36005018302,36,005,Bronx,018302,72540,3680,179,1637,27,4.864,44.484,0.734,3680,2112,57.391,3680,139,319,3.777,8.668,1460,95,1365,6.507,93.493
2022,36005018400,36,005,Bronx,018400,117819,4085,1897,129,499,46.438,3.158,12.215,4085,2013,49.278,4085,359,467,8.788,11.432,1407,604,803,42.928,57.072
2022,36005018501,36,005,Bronx,018501,50177,2783,189,1688,0,6.791,60.654,0.0,2783,1341,48.185,2783,190,180,6.827,6.468,1240,0,1240,0.0,100.0
2022,36005018502,36,005,Bronx,018502,21635,6314,1001,2710,0,15.854,42.92,0.0,6314,3527,55.86,6314,952,552,15.078,8.742,2100,48,2052,2.286,97.714
2022,36005018900,36,005,Bronx,018900,45770,8460,1531,3420,121,18.097,40.426,1.43,8460,4904,57.967,8460,664,427,7.849,5.047,2857,71,2786,2.485,97.515
2022,36005019300,36,005,Bronx,019300,38663,5933,761,3002,66,12.827,50.598,1.112,5933,3550,59.835,5933,302,805,5.09,13.568,2410,58,2352,2.407,97.593
2022,36005019400,36,005,Bronx,019400,70185,2070,684,363,199,33.043,17.536,9.614,2070,1210,58.454,2070,67,318,3.237,15.362,728,378,350,51.923,48.077
2022,36005019500,36,005,Bronx,019500,33412,7143,653,3713,68,9.142,51.981,0.952,7143,3241,45.373,7143,307,808,4.298,11.312,2650,119,2531,4.491,95.509
2022,36005019700,36,005,Bronx,019700,34871,7830,1613,1864,262,20.6,23.806,3.346,7830,6163,78.71,7830,474,559,6.054,7.139,2513,0,2513,0.0,100.0
2022,36005019900,36,005,Bronx,019900,35139,7496,813,2989,0,10.846,39.875,0.0,7496,4571,60.979,7496,539,685,7.191,9.138,3251,210,3041,6.46,93.54
2022,36005020000,36,005,Bronx,020000,46021,4935,674,530,1169,13.658,10.74,23.688,4935,2990,60.588,4935,335,472,6.788,9.564,1491,270,1221,18.109,81.891
2022,36005020100,36,005,Bronx,020100,37433,3868,358,1489,18,9.255,38.495,0.465,3868,2564,66.287,3868,221,409,5.714,10.574,1351,0,1351,0.0,100.0
2022,36005020200,36,005,Bronx,020200,53651,2578,225,313,453,8.728,12.141,17.572,2578,1693,65.671,2578,140,536,5.431,20.791,972,187,785,19.239,80.761
2022,36005020400,36,005,Bronx,020400,59138,3012,495,398,458,16.434,13.214,15.206,3012,1927,63.977,3012,383,277,12.716,9.197,1029,182,847,17.687,82.313
2022,36005020501,36,005,Bronx,020501,17056,7271,1672,1429,72,22.995,19.653,0.99,7271,5981,82.258,7271,662,997,9.105,13.712,2701,102,2599,3.776,96.224
2022,36005020502,36,005,Bronx,020502,28510,2605,255,1061,23,9.789,40.729,0.883,2605,1829,70.211,2605,102,384,3.916,14.741,1048,159,889,15.172,84.828
2022,36005020601,36,005,Bronx,020601,55648,2528,255,286,795,10.087,11.313,31.448,2528,1187,46.954,2528,142,397,5.617,15.704,990,293,697,29.596,70.404
2022,36005020900,36,005,Bronx,020900,44769,4867,626,2211,35,12.862,45.428,0.719,4867,2704,55.558,4867,335,446,6.883,9.164,1965,33,1932,1.679,98.321
2022,36005021001,36,005,Bronx,021001,46269,7895,420,4488,798,5.32,56.846,10.108,7895,3112,39.417,7895,701,1272,8.879,16.111,3562,589,2973,16.536,83.464
2022,36005021002,36,005,Bronx,021002,71397,7925,445,3217,1581,5.615,40.593,19.95,7925,3128,39.47,7925,776,1022,9.792,12.896,3182,570,2612,17.913,82.087
2022,36005021100,36,005,Bronx,021100,42077,6268,686,2345,73,10.944,37.412,1.165,6268,4081,65.108,6268,355,816,5.664,13.019,1997,201,1796,10.065,89.935
2022,36005021200,36,005,Bronx,021200,66329,4975,470,1783,1659,9.447,35.839,33.347,4975,1598,32.121,4975,346,738,6.955,14.834,2294,574,1720,25.022,74.978
2022,36005021301,36,005,Bronx,021301,34470,1323,119,443,0,8.995,33.485,0.0,1323,954,72.109,1323,149,97,11.262,7.332,464,119,345,25.647,74.353
2022,36005021302,36,005,Bronx,021302,23639,5947,271,2903,23,4.557,48.815,0.387,5947,3401,57.188,5947,447,1443,7.516,24.264,2303,90,2213,3.908,96.092
2022,36005021501,36,005,Bronx,021501,39756,4665,934,922,118,20.021,19.764,2.529,4665,3638,77.985,4665,416,371,8.917,7.953,1360,90,1270,6.618,93.382
2022,36005021502,36,005,Bronx,021502,19904,6986,672,1986,1,9.619,28.428,0.014,6986,5242,75.036,6986,465,336,6.656,4.81,2239,163,2076,7.28,92.72
2022,36005021601,36,005,Bronx,021601,45156,4421,565,1075,405,12.78,24.316,9.161,4421,3015,68.197,4421,351,353,7.939,7.985,1609,222,1387,13.797,86.203
2022,36005021602,36,005,Bronx,021602,60286,6093,475,1811,2085,7.796,29.723,34.22,6093,1790,29.378,6093,463,782,7.599,12.834,2361,637,1724,26.98,73.02
2022,36005021700,36,005,Bronx,021700,40394,5371,540,2205,207,10.054,41.054,3.854,5371,2578,47.999,5371,375,461,6.982,8.583,1781,35,1746,1.965,98.035
2022,36005021800,36,005,Bronx,021800,55804,6037,688,1292,289,11.396,21.401,4.787,6037,4323,71.608,6037,159,749,2.634,12.407,2198,502,1696,22.839,77.161
2022,36005021900,36,005,Bronx,021900,45906,949,98,202,32,10.327,21.286,3.372,949,745,78.504,949,28,167,2.95,17.597,384,0,384,0.0,100.0
2022,36005022000,36,005,Bronx,022000,32174,2142,119,574,108,5.556,26.797,5.042,2142,1574,73.483,2142,259,129,12.092,6.022,650,78,572,12.0,88.0
2022,36005022101,36,005,Bronx,022101,55078,4424,565,982,106,12.771,22.197,2.396,4424,3222,72.83,4424,268,311,6.058,7.03,1292,0,1292,0.0,100.0
2022,36005022102,36,005,Bronx,022102,50051,6143,680,927,38,11.07,15.09,0.619,6143,5047,82.159,6143,472,493,7.684,8.025,1655,0,1655,0.0,100.0
2022,36005022200,36,005,Bronx,022200,52734,3333,276,284,1292,8.281,8.521,38.764,3333,1536,46.085,3333,227,328,6.811,9.841,1066,190,876,17.824,82.176
2022,36005022300,36,005,Bronx,022300,33646,5447,1667,904,5,30.604,16.596,0.092,5447,4553,83.587,5447,681,605,12.502,11.107,2220,0,2220,0.0,100.0
2022,36005022401,36,005,Bronx,022401,63571,2640,522,468,302,19.773,17.727,11.439,2640,1608,60.909,2640,119,447,4.508,16.932,998,155,843,15.531,84.469
2022,36005022403,36,005,Bronx,022403,88534,2998,418,657,72,13.943,21.915,2.402,2998,1941,64.743,2998,311,235,10.374,7.839,1142,181,961,15.849,84.151
2022,36005022404,36,005,Bronx,022404,66121,4795,922,1092,312,19.228,22.774,6.507,4795,2765,57.664,4795,69,598,1.439,12.471,1976,507,1469,25.658,74.342
2022,36005022500,36,005,Bronx,022500,52834,9093,1438,2238,76,15.814,24.612,0.836,9093,7104,78.126,9093,820,607,9.018,6.675,2319,102,2217,4.398,95.602
2022,36005022701,36,005,Bronx,022701,31500,4876,288,2226,34,5.906,45.652,0.697,4876,2769,56.788,4876,388,451,7.957,9.249,2008,39,1969,1.942,98.058
2022,36005022702,36,005,Bronx,022702,27165,1449,166,296,6,11.456,20.428,0.414,1449,1099,75.845,1449,90,202,6.211,13.941,559,32,527,5.725,94.275
2022,36005022703,36,005,Bronx,022703,75489,2050,743,519,52,36.244,25.317,2.537,2050,1538,75.024,2050,180,197,8.78,9.61,717,0,717,0.0,100.0
2022,36005022800,36,005,Bronx,022800,86549,5693,893,1588,873,15.686,27.894,15.335,5693,2454,43.106,5693,288,603,5.059,10.592,2369,236,2133,9.962,90.038
