GEOID,state,county,borough,tract,median_income_2020,pct_white_2020,pct_black_2020,pct_asian_2020,pct_hispanic_2020,pct_under5_2020,pct_65plus_2020,pct_owner_2020,pct_renter_2020,pop_total_2020,hh_total_2020,median_income_2021,pct_white_2021,pct_black_2021,pct_asian_2021,pct_hispanic_2021,pct_under5_2021,pct_65plus_2021,pct_owner_2021,pct_renter_2021,pop_total_2021,hh_total_2021,median_income_2022,pct_white_2022,pct_black_2022,pct_asian_2022,pct_hispanic_2022,pct_under5_2022,pct_65plus_2022,pct_owner_2022,pct_renter_2022,pop_total_2022,hh_total_2022,median_income_2023,pct_white_2023,pct_black_2023,pct_asian_2023,pct_hispanic_2023,pct_under5_2023,pct_65plus_2023,pct_owner_2023,pct_renter_2023,pop_total_2023,hh_total_2023
36005045600,36,005,Bronx,045600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76943,19.307,55.609,0.0,32.92,2.339,11.246,60.101,39.899,3548,1193
36005045800,36,005,Bronx,045800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31225,3.668,36.607,0.0,63.463,5.96,10.986,0.0,100.0,5671,2065
36005046000,36,005,Bronx,046000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31768,3.656,66.774,0.442,42.025,4.098,13.58,15.532,84.468,2489,940
36005046203,36,005,Bronx,046203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40020,15.632,57.795,0.758,35.73,3.904,40.534,48.072,51.928,7120,3164
36005046204,36,005,Bronx,046204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64922,7.87,52.062,4.349,38.769,8.624,18.697,44.431,55.569,5311,2406
36005046205,36,005,Bronx,046205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63924,10.959,64.464,2.346,33.934,0.0,34.22,44.309,55.691,3495,1880
36005046206,36,005,Bronx,046206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63601,6.46,64.742,2.36,18.809,1.901,26.208,48.643,51.357,4365,2027
36005046207,36,005,Bronx,046207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73464,6.35,66.091,4.871,27.898,10.342,24.507,54.642,45.358,6488,2919
36005046208,36,005,Bronx,046208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110724,2.975,80.682,0.476,9.56,7.537,18.247,47.985,52.015,5042,1365
36005046209,36,005,Bronx,046209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27500,1.184,66.257,0.116,35.623,16.199,6.173,19.024,80.976,4309,1414
36005048401,36,005,Bronx,048401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86273,4.509,74.07,0.763,16.913,7.156,10.329,48.728,51.272,4192,1297
36005048402,36,005,Bronx,048402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-666666666,,,,,,,,,0,0
36005050400,36,005,Bronx,050400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-666666666,,,,,,,,,0,0
36005051601,36,005,Bronx,051601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100306,66.674,1.428,2.13,32.764,0.679,38.287,68.909,31.091,4273,2081
36005051602,36,005,Bronx,051602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-666666666,,,,,,,,,0,0
36047000100,36,047,Kings,000100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167778,73.176,11.759,5.952,8.617,3.823,28.518,63.158,36.842,4839,2660
36047000200,36,047,Kings,000200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81154,33.666,3.159,3.159,71.571,6.234,11.97,28.492,71.508,1203,358
36047000301,36,047,Kings,000301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179250,85.091,1.613,4.862,7.938,9.675,24.237,52.126,47.874,4031,1976
36047000501,36,047,Kings,000501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144125,68.872,5.484,13.965,11.545,4.463,18.85,55.67,44.33,4504,1949
36047000502,36,047,Kings,000502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179185,75.924,0.789,15.285,3.803,9.508,16.972,44.724,55.276,2787,1469
36047000700,36,047,Kings,000700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189145,75.646,4.318,7.783,5.8,9.064,9.264,44.93,55.07,3983,1785
36047000900,36,047,Kings,000900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236222,72.642,2.254,10.726,3.589,10.559,7.492,30.351,69.649,4792,2392
36047001100,36,047,Kings,001100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164250,59.117,7.508,20.946,14.637,5.868,1.64,10.0,90.0,1585,900
36047001300,36,047,Kings,001300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173000,61.628,11.836,15.905,7.184,2.99,19.02,69.712,30.288,2408,1248
36047001501,36,047,Kings,001501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114828,35.168,30.051,18.904,17.056,7.472,8.67,14.149,85.851,4925,2198
36047001502,36,047,Kings,001502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135022,40.31,12.126,30.62,14.046,3.95,4.116,13.562,86.438,5418,3038
36047001801,36,047,Kings,001801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-666666666,47.954,47.954,2.749,35.678,0.0,0.639,,,1564,0
36047001802,36,047,Kings,001802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-666666666,,,,,,,,,0,0
36047001803,36,047,Kings,001803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-666666666,66.667,33.333,0.0,0.0,0.0,16.667,,,6,0
36047001804,36,047,Kings,001804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-666666666,,,,,,,,,0,0
36047002000,36,047,Kings,002000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78839,5.85,7.465,10.028,78.997,3.064,8.858,27.981,72.019,1795,411
36047002100,36,047,Kings,002100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250001,71.537,4.579,15.955,5.793,9.919,2.362,46.943,53.057,6180,2601
36047002200,36,047,Kings,002200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41429,41.324,4.452,12.226,54.44,8.712,20.963,33.857,66.143,4155,1592
36047002300,36,047,Kings,002300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25968,2.032,64.415,18.342,25.096,1.181,20.977,1.928,98.072,3642,1504
36047002901,36,047,Kings,002901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23832,3.653,51.647,18.563,22.096,0.449,22.605,0.0,100.0,3340,1391
36047003000,36,047,Kings,003000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128506,67.602,1.045,23.047,15.567,3.135,15.512,54.125,45.875,1818,800
36047003101,36,047,Kings,003101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149650,40.457,22.582,22.667,9.022,6.118,18.664,43.102,56.898,3547,1515
36047003102,36,047,Kings,003102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-666666666,,,,,,,,,0,0
36047003300,36,047,Kings,003300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131173,38.615,28.694,12.277,11.42,7.447,4.521,12.932,87.068,4203,2490
36047003400,36,047,Kings,003400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111088,63.556,0.996,15.676,22.504,9.644,15.96,49.931,50.069,3515,1456
36047003500,36,047,Kings,003500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147829,42.4,29.412,12.094,16.8,6.024,12.612,14.172,85.828,2125,1129
36047003600,36,047,Kings,003600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89487,64.938,1.621,14.587,21.178,4.997,21.502,35.531,64.469,3702,1911
36047003700,36,047,Kings,003700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167917,52.081,15.949,22.872,12.465,8.513,2.526,15.214,84.786,4276,2570
36047003800,36,047,Kings,003800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144028,63.942,0.38,27.25,10.266,4.499,21.356,61.969,38.031,1578,589
36047003900,36,047,Kings,003900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181518,54.165,9.699,9.934,13.101,11.772,10.911,36.457,63.543,2557,1163
36047004100,36,047,Kings,004100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221452,71.136,9.275,6.213,6.926,7.224,11.385,31.691,68.309,3364,1360
36047004300,36,047,Kings,004300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155859,60.273,11.791,11.108,16.422,5.845,8.629,22.667,77.333,3952,1950
36047004400,36,047,Kings,004400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139375,85.146,2.752,4.281,8.475,3.757,29.533,73.233,26.767,2289,934
36047004500,36,047,Kings,004500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174609,74.232,6.456,6.851,7.387,6.569,11.785,46.462,53.538,3547,1625
36047004600,36,047,Kings,004600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139375,74.894,0.0,10.809,11.915,4.085,26.298,65.385,34.615,1175,520
36047004700,36,047,Kings,004700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158125,53.523,6.197,5.697,20.39,5.997,10.745,33.904,66.096,2001,876
36047004900,36,047,Kings,004900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143750,75.443,5.565,2.817,12.452,6.365,14.957,37.959,62.041,2875,1117
36047005000,36,047,Kings,005000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124167,79.701,3.186,11.369,4.131,1.141,23.21,54.693,45.307,2542,1108
36047005100,36,047,Kings,005100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173125,75.464,0.825,6.928,7.588,10.227,12.907,53.755,46.245,2425,1012
36047005201,36,047,Kings,005201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49125,69.177,2.685,16.229,8.873,1.81,42.382,21.51,78.49,1713,967
36047005202,36,047,Kings,005202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106087,84.878,0.79,5.101,7.399,7.543,28.556,49.803,50.197,2784,1524
36047005301,36,047,Kings,005301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121136,70.734,12.467,4.819,10.61,6.278,11.671,39.509,60.491,2262,896
36047005302,36,047,Kings,005302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134750,49.55,0.0,0.0,50.45,14.414,0.0,0.0,100.0,111,39
36047005303,36,047,Kings,005303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-666666666,48.077,0.0,0.0,51.923,0.0,0.0,100.0,0.0,52,11
36047005400,36,047,Kings,005400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81641,70.058,5.648,11.418,12.724,3.219,30.762,27.086,72.914,3293,1750
36047005601,36,047,Kings,005601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112569,71.75,3.83,14.512,13.282,4.708,16.76,56.394,43.606,2846,1431
36047005602,36,047,Kings,005602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99643,76.081,1.965,12.072,16.395,4.885,22.459,59.937,40.063,1781,956
36047005800,36,047,Kings,005800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76111,77.322,0.0,8.635,14.826,4.822,20.169,20.194,79.806,3069,1446
36047005900,36,047,Kings,005900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99896,68.353,9.159,1.094,24.744,2.871,13.602,10.032,89.968,1463,628
36047006000,36,047,Kings,006000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74107,59.315,0.034,10.943,29.943,6.512,14.837,30.887,69.113,2979,1049
36047006200,36,047,Kings,006200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80739,70.562,0.956,10.511,24.219,3.785,17.42,23.697,76.303,2721,1055
36047006300,36,047,Kings,006300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184091,74.632,0.442,5.594,14.033,7.851,7.262,31.915,68.085,2038,940
36047006400,36,047,Kings,006400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100547,71.024,0.905,8.316,20.543,3.502,19.959,27.111,72.889,3427,1409
36047006500,36,047,Kings,006500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196433,85.322,0.71,1.825,6.911,5.409,11.368,41.27,58.73,6193,2520
36047006600,36,047,Kings,006600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101622,56.201,4.897,12.549,27.977,1.944,17.372,28.118,71.882,4064,1668
36047006700,36,047,Kings,006700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235455,80.956,0.613,7.745,2.684,13.804,7.388,42.216,57.784,3912,1516
36047006800,36,047,Kings,006800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76279,51.507,5.979,15.483,22.432,3.066,22.688,22.273,77.727,3914,1522
36047006901,36,047,Kings,006901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154531,83.179,1.218,7.947,7.193,6.787,15.777,29.865,70.135,1724,817
36047006902,36,047,Kings,006902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229141,71.328,2.827,6.916,8.985,7.269,3.988,33.135,66.865,1981,839
36047007000,36,047,Kings,007000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83138,54.457,1.268,4.924,36.218,2.872,27.564,46.728,53.272,2681,1192
36047007100,36,047,Kings,007100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65115,32.953,25.599,11.235,31.902,8.495,17.059,20.036,79.964,4379,1672
36047007200,36,047,Kings,007200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73125,16.247,1.716,21.823,72.761,3.378,11.475,16.894,83.106,1865,586
36047007400,36,047,Kings,007400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72860,20.578,0.634,29.067,55.933,1.828,10.224,22.505,77.495,5360,1533
36047007500,36,047,Kings,007500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156556,73.508,2.337,7.712,11.132,6.31,15.615,41.821,58.179,4707,2164
36047007600,36,047,Kings,007600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61975,23.245,4.547,23.921,66.54,10.237,16.371,23.002,76.998,4728,1339
36047007700,36,047,Kings,007700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207551,83.578,1.761,3.571,7.583,6.181,6.36,35.071,64.929,6132,2820
36047007800,36,047,Kings,007800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71616,34.453,2.637,6.426,78.301,6.895,8.926,20.982,79.018,5120,1487
36047008000,36,047,Kings,008000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77552,32.862,4.238,8.166,71.659,4.182,19.327,33.143,66.857,3539,1403
36047008200,36,047,Kings,008200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43142,23.093,8.333,8.595,66.118,3.71,15.439,11.343,88.657,3828,1437
36047008400,36,047,Kings,008400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105670,25.238,4.978,9.892,68.77,1.997,7.483,24.44,75.56,3154,1117
36047008500,36,047,Kings,008500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24672,8.78,54.737,5.622,41.659,7.338,14.245,0.0,100.0,7631,3083
36047008600,36,047,Kings,008600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-666666666,,,,,,,,,0,0
36047008800,36,047,Kings,008800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83438,32.96,19.023,10.012,46.336,4.205,11.334,27.212,72.788,2497,1198
36047009001,36,047,Kings,009001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49500,22.385,1.538,20.0,68.308,0.692,12.538,28.864,71.136,1300,440
36047009002,36,047,Kings,009002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61801,11.862,0.0,35.765,60.617,12.752,8.6,12.301,87.699,1686,439
36047009201,36,047,Kings,009201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59148,16.162,1.73,72.054,9.081,9.73,17.946,45.946,54.054,1850,555
36047009202,36,047,Kings,009202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54667,14.934,1.605,32.729,52.861,4.71,5.443,15.349,84.651,2866,1088
36047009401,36,047,Kings,009401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48304,10.529,0.0,69.32,22.418,6.297,10.025,35.028,64.972,1985,531
36047009402,36,047,Kings,009402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82691,24.442,2.137,59.955,10.91,6.669,11.428,25.81,74.19,3089,957
36047009600,36,047,Kings,009600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80253,25.03,3.634,35.626,39.817,3.228,11.864,33.491,66.509,5917,1908
36047009800,36,047,Kings,009800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57341,4.468,2.841,40.257,56.576,3.699,12.162,14.815,85.185,6759,1863
36047010000,36,047,Kings,010000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56350,7.223,2.432,51.143,40.0,7.35,13.757,29.468,70.532,5510,1785
36047010100,36,047,Kings,010100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112857,48.46,6.03,3.081,61.132,5.812,9.526,30.639,69.361,4577,1596
36047010200,36,047,Kings,010200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51250,10.677,1.14,68.384,19.447,5.459,21.311,36.749,63.251,4561,1132
36047010401,36,047,Kings,010401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56121,5.955,0.55,83.784,12.093,5.818,18.14,18.567,81.433,2183,614
36047010402,36,047,Kings,010402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29803,12.896,0.913,82.16,4.03,2.579,22.192,21.87,78.13,1861,631
36047010601,36,047,Kings,010601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46172,2.152,0.314,77.982,13.139,3.587,11.48,15.843,84.157,2230,587
36047010602,36,047,Kings,010602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65615,3.011,0.0,91.241,4.06,4.927,19.252,32.566,67.434,2192,608
36047010801,36,047,Kings,010801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62813,9.124,0.82,75.602,15.018,5.946,13.48,33.86,66.14,1951,570
36047010802,36,047,Kings,010802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65227,4.836,4.023,78.414,8.82,4.797,10.716,18.169,81.831,2585,688
36047011000,36,047,Kings,011000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83083,29.366,2.41,36.151,40.675,2.521,13.83,42.139,57.861,2697,617
36047011200,36,047,Kings,011200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61400,38.114,1.667,25.301,31.429,8.537,18.462,19.95,80.05,6478,2010
36047011400,36,047,Kings,011400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72043,49.009,12.289,27.246,14.027,8.225,18.409,25.197,74.803,4085,889
36047011600,36,047,Kings,011600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48469,7.147,0.807,78.02,13.816,7.057,15.76,30.762,69.238,3344,1102
36047011700,36,047,Kings,011700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124675,46.752,6.274,13.185,33.471,7.166,10.223,36.247,63.753,3140,1247
36047011800,36,047,Kings,011800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63125,12.694,0.57,75.181,11.399,3.472,22.073,13.872,86.128,1930,656
36047011901,36,047,Kings,011901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139750,55.866,8.186,12.278,22.647,9.004,15.211,30.048,69.952,1466,619
36047011902,36,047,Kings,011902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-666666666,,,,,,,,,0,0
36047012000,36,047,Kings,012000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71292,4.105,0.0,75.678,18.668,10.38,6.971,43.653,56.347,1291,323
36047012100,36,047,Kings,012100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119801,67.866,4.521,8.41,32.28,5.25,8.508,37.57,62.43,2057,897
36047012200,36,047,Kings,012200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50107,13.524,1.914,38.4,51.086,6.708,6.902,19.987,80.013,4651,1546
36047012600,36,047,Kings,012600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67679,40.353,1.836,34.557,23.218,5.076,15.731,28.233,71.767,2778,843
36047012700,36,047,Kings,012700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73646,24.201,41.714,7.382,24.201,0.768,17.637,12.593,87.407,4037,1755
36047012801,36,047,Kings,012801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80433,31.781,1.812,51.863,22.93,7.816,12.474,27.684,72.316,1932,773
36047012901,36,047,Kings,012901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244837,57.089,11.149,10.181,13.757,9.087,10.139,51.466,48.534,2377,921
36047012902,36,047,Kings,012902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162377,48.494,15.44,13.094,21.292,8.633,6.721,13.937,86.063,3452,1679
36047013000,36,047,Kings,013000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79219,61.406,3.772,9.649,26.147,4.149,8.716,20.46,79.54,5037,1784
36047013100,36,047,Kings,013100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109875,63.25,15.288,8.503,10.425,8.707,14.24,35.006,64.994,3434,1774
36047013200,36,047,Kings,013200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83281,50.022,2.678,34.341,8.855,5.184,22.937,43.288,56.712,2315,730
36047013300,36,047,Kings,013300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209286,73.496,2.917,8.5,15.178,11.03,12.42,38.845,61.155,4388,1784
36047013400,36,047,Kings,013400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105057,57.035,2.956,24.379,20.43,8.465,15.346,32.842,67.158,4229,1425
36047013500,36,047,Kings,013500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214028,71.744,4.638,7.932,10.922,11.404,10.238,50.903,49.097,3946,1550
36047013600,36,047,Kings,013600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92414,62.198,0.683,10.831,25.736,6.519,14.038,43.717,56.283,3804,1496
36047013700,36,047,Kings,013700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160652,69.941,6.279,5.595,20.019,9.17,6.932,25.913,74.087,3217,1478
36047013800,36,047,Kings,013800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99984,62.201,1.293,11.884,26.217,5.034,10.757,23.784,76.216,3635,1295
36047013900,36,047,Kings,013900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173226,69.209,8.392,8.052,14.006,5.897,9.697,32.56,67.44,3527,1422
36047014000,36,047,Kings,014000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59417,69.581,9.162,16.963,5.079,4.974,26.911,44.444,55.556,1910,792
36047014101,36,047,Kings,014101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155625,58.585,5.601,15.623,9.506,6.927,8.548,39.692,60.308,1357,519
36047014102,36,047,Kings,014102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148125,63.796,3.187,11.513,25.262,12.179,21.741,44.457,55.543,2102,884
36047014200,36,047,Kings,014200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79444,53.474,6.377,20.275,18.759,8.893,21.876,28.227,71.773,3497,1286
36047014300,36,047,Kings,014300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128828,55.531,5.931,8.497,33.6,3.255,7.503,29.829,70.171,3625,1465
36047014500,36,047,Kings,014500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142200,68.962,3.072,8.163,19.847,8.32,6.773,24.611,75.389,4459,1926
36047014700,36,047,Kings,014700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159297,74.713,0.766,3.746,7.45,12.644,6.301,48.757,51.243,2349,845
36047014800,36,047,Kings,014800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76103,49.091,0.0,31.667,23.636,7.045,29.015,68.213,31.787,1320,431
36047014901,36,047,Kings,014901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162279,73.863,5.189,6.855,9.609,7.047,14.35,45.554,54.446,1561,641
36047014902,36,047,Kings,014902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150202,67.981,0.296,11.828,19.895,3.829,6.7,27.987,72.013,4388,1883
36047015000,36,047,Kings,015000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103750,67.781,0.193,24.887,9.196,1.929,22.058,59.439,40.561,1555,535
36047015100,36,047,Kings,015100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185357,79.342,1.311,8.808,5.814,3.043,17.095,53.394,46.606,4042,1768
36047015200,36,047,Kings,015200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79783,55.953,4.165,25.187,17.564,2.711,24.637,55.096,44.904,2545,942
36047015300,36,047,Kings,015300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149956,69.392,3.308,10.38,13.878,5.057,17.985,32.75,67.25,2630,1142
36047015400,36,047,Kings,015400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-666666666,,,,,,,,,0,0
36047015500,36,047,Kings,015500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214340,78.387,1.32,4.879,10.735,4.879,11.194,60.629,39.371,3484,1463
36047015700,36,047,Kings,015700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198203,71.823,6.573,8.415,9.964,9.295,17.187,40.717,59.283,4777,2149
36047015900,36,047,Kings,015900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212109,78.378,5.516,5.093,6.361,9.689,14.58,56.869,43.131,5439,2555
36047016000,36,047,Kings,016000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88944,49.711,3.979,26.301,18.853,7.078,15.822,20.38,79.62,4323,1791
36047016100,36,047,Kings,016100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170893,64.382,2.938,9.681,20.817,6.827,17.515,38.006,61.994,3574,1555
36047016200,36,047,Kings,016200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98125,52.498,4.908,5.39,38.913,4.733,20.727,34.929,65.071,2282,1128
36047016300,36,047,Kings,016300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151923,62.812,16.732,7.202,7.496,14.503,9.75,34.191,65.809,4082,1866
36047016400,36,047,Kings,016400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126696,67.52,14.203,11.409,11.176,7.916,1.979,12.179,87.821,859,156
